aluno,imagem,animal_id,ponto,x,y,visibilidade
13 - Juliano - Complemento (pronto),RLC4_00_20260114054006_baia3_RLC4.jpg,RLC4,withers,13.237063778580024,58.744377304581164,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114054006_baia3_RLC4.jpg,RLC4,back,46.08904933814681,67.73586362671094,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114054006_baia3_RLC4.jpg,RLC4,hook up,76.05294825511432,13.786945693932315,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114054006_baia3_RLC4.jpg,RLC4,hook down,73.40553549939831,93.51145775014962,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114054006_baia3_RLC4.jpg,RLC4,hip,78.21901323706378,59.343809726056485,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114054006_baia3_RLC4.jpg,RLC4,tail head,90.37304452466908,56.94608004015521,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114054006_baia3_RLC4.jpg,RLC4,pin up,97.83393501805054,32.069634548929514,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114054006_baia3_RLC4.jpg,RLC4,pin down,96.75090252707581,68.63501225892391,Oculto
13 - Juliano - Complemento (pronto),RLC4_00_20260114220536_baia3_RLC4.jpg,RLC4,withers,11.673325566006444,59.813084112149525,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114220536_baia3_RLC4.jpg,RLC4,back,41.51852907497137,64.797507788162,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114220536_baia3_RLC4.jpg,RLC4,hook up,75.45541371016536,15.57632398753894,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114220536_baia3_RLC4.jpg,RLC4,hook down,75.09438302255693,91.27725856697819,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114220536_baia3_RLC4.jpg,RLC4,hip,76.779192898063,57.009345794392516,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114220536_baia3_RLC4.jpg,RLC4,tail head,91.22042040240088,54.20560747663551,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114220536_baia3_RLC4.jpg,RLC4,pin up,97.47828565428061,25.233644859813083,Visível
13 - Juliano - Complemento (pronto),RLC4_00_20260114220536_baia3_RLC4.jpg,RLC4,pin down,97.23759852920831,69.47040498442367,Visível
08 - Eduardo Braga (pronto),ce10290f-20260107_070204_baia23_VIPWX.jpg,VIPWX,withers,5.62962962962963,54.058002775951486,Visível
08 - Eduardo Braga (pronto),ce10290f-20260107_070204_baia23_VIPWX.jpg,VIPWX,back,17.62962962962963,56.61480020454379,Visível
08 - Eduardo Braga (pronto),ce10290f-20260107_070204_baia23_VIPWX.jpg,VIPWX,hook up,66.81481481481481,12.7839871429615,Visível
08 - Eduardo Braga (pronto),ce10290f-20260107_070204_baia23_VIPWX.jpg,VIPWX,hook down,67.85185185185185,91.67945065380961,Visível
08 - Eduardo Braga (pronto),ce10290f-20260107_070204_baia23_VIPWX.jpg,VIPWX,hip,75.1111111111111,55.884286653517414,Visível
08 - Eduardo Braga (pronto),ce10290f-20260107_070204_baia23_VIPWX.jpg,VIPWX,tail head,89.92592592592594,54.058002775951486,Visível
08 - Eduardo Braga (pronto),ce10290f-20260107_070204_baia23_VIPWX.jpg,VIPWX,pin up,97.18518518518519,29.95105559208123,Visível
08 - Eduardo Braga (pronto),ce10290f-20260107_070204_baia23_VIPWX.jpg,VIPWX,pin down,96.14814814814815,70.49455767404484,Visível
08 - Eduardo Braga (pronto),2655818e-20260107_070211_baia20_IPC2.jpg,IPC2,withers,5.038293377153085,47.16981132075472,Visível
08 - Eduardo Braga (pronto),2655818e-20260107_070211_baia20_IPC2.jpg,IPC2,back,20.449543707268404,48.679245283018865,Visível
08 - Eduardo Braga (pronto),2655818e-20260107_070211_baia20_IPC2.jpg,IPC2,hook up,68.01696059156664,4.905660377358491,Visível
08 - Eduardo Braga (pronto),2655818e-20260107_070211_baia20_IPC2.jpg,IPC2,hook down,69.35062648551894,93.20754716981132,Visível
08 - Eduardo Braga (pronto),2655818e-20260107_070211_baia20_IPC2.jpg,IPC2,tail head,93.3566125766601,46.0377358490566,Visível
08 - Eduardo Braga (pronto),2655818e-20260107_070211_baia20_IPC2.jpg,IPC2,pin up,96.32031456322075,25.28301886792453,Visível
08 - Eduardo Braga (pronto),2655818e-20260107_070211_baia20_IPC2.jpg,IPC2,pin down,97.35761025851697,66.41509433962264,Visível
08 - Eduardo Braga (pronto),04f18da1-20260107_051704_baia21_VIPWX.jpg,VIPWX,back,21.037037037037035,57.47392565607501,Visível
08 - Eduardo Braga (pronto),04f18da1-20260107_051704_baia21_VIPWX.jpg,VIPWX,hip,72.59259259259258,55.65513054037644,Visível
08 - Eduardo Braga (pronto),04f18da1-20260107_051704_baia21_VIPWX.jpg,VIPWX,tail head,92.14814814814814,52.74505835525871,Visível
08 - Eduardo Braga (pronto),04f18da1-20260107_051704_baia21_VIPWX.jpg,VIPWX,hook down,69.62962962962962,94.9411050394657,Visível
08 - Eduardo Braga (pronto),04f18da1-20260107_051704_baia21_VIPWX.jpg,VIPWX,withers,6.074074074074073,56.74640760979558,Visível
08 - Eduardo Braga (pronto),04f18da1-20260107_051704_baia21_VIPWX.jpg,VIPWX,hook up,67.40740740740739,8.366457532213452,Visível
08 - Eduardo Braga (pronto),04f18da1-20260107_051704_baia21_VIPWX.jpg,VIPWX,pin up,98.5185185185185,32.01079403629494,Visível
08 - Eduardo Braga (pronto),04f18da1-20260107_051704_baia21_VIPWX.jpg,VIPWX,pin down,96.74074074074073,66.93166025770762,Visível
08 - Eduardo Braga (pronto),f55f048f-20260107_071909_baia14_IPC1.jpg,IPC1,withers,6.962962962962963,58.85233107414254,Visível
08 - Eduardo Braga (pronto),f55f048f-20260107_071909_baia14_IPC1.jpg,IPC1,back,29.48148148148148,51.24556719381119,Visível
08 - Eduardo Braga (pronto),f55f048f-20260107_071909_baia14_IPC1.jpg,IPC1,hook up,64.14814814814814,6.005339905524749,Visível
08 - Eduardo Braga (pronto),f55f048f-20260107_071909_baia14_IPC1.jpg,IPC1,hook down,63.85185185185185,94.88437050729102,Visível
08 - Eduardo Braga (pronto),f55f048f-20260107_071909_baia14_IPC1.jpg,IPC1,hip,70.51851851851852,50.04449921270624,Visível
08 - Eduardo Braga (pronto),f55f048f-20260107_071909_baia14_IPC1.jpg,IPC1,tail head,87.55555555555556,53.64770315602109,Visível
08 - Eduardo Braga (pronto),f55f048f-20260107_071909_baia14_IPC1.jpg,IPC1,pin up,93.62962962962963,34.43061545834189,Visível
08 - Eduardo Braga (pronto),f55f048f-20260107_071909_baia14_IPC1.jpg,IPC1,pin down,91.85185185185185,82.87369069624152,Visível
08 - Eduardo Braga (pronto),f7017391-20260107_131713_baia24_IPC1.jpg,IPC1,withers,6.826540209622825,74.72924187725631,Visível
08 - Eduardo Braga (pronto),f7017391-20260107_131713_baia24_IPC1.jpg,IPC1,back,32.50026751972606,67.14801444043322,Visível
08 - Eduardo Braga (pronto),f7017391-20260107_131713_baia24_IPC1.jpg,IPC1,hook up,60.40004055035847,16.60649819494585,Visível
08 - Eduardo Braga (pronto),f7017391-20260107_131713_baia24_IPC1.jpg,IPC1,hook down,61.58726493464071,96.028880866426,Visível
08 - Eduardo Braga (pronto),f7017391-20260107_131713_baia24_IPC1.jpg,IPC1,hip,69.3042234324752,61.371841155234655,Visível
08 - Eduardo Braga (pronto),f7017391-20260107_131713_baia24_IPC1.jpg,IPC1,tail head,86.8157831006381,63.1768953068592,Visível
08 - Eduardo Braga (pronto),f7017391-20260107_131713_baia24_IPC1.jpg,IPC1,pin up,96.61038427096649,37.18411552346571,Visível
08 - Eduardo Braga (pronto),f7017391-20260107_131713_baia24_IPC1.jpg,IPC1,pin down,94.97795074257843,76.89530685920577,Visível
08 - Eduardo Braga (pronto),afa3a43c-20260107_132107_baia21_VIPWX.jpg,VIPWX,withers,6.669960474308301,62.055335968379445,Visível
08 - Eduardo Braga (pronto),afa3a43c-20260107_132107_baia21_VIPWX.jpg,VIPWX,back,29.199604743083007,71.14624505928853,Visível
08 - Eduardo Braga (pronto),afa3a43c-20260107_132107_baia21_VIPWX.jpg,VIPWX,hook up,59.28853754940712,12.25296442687747,Visível
08 - Eduardo Braga (pronto),afa3a43c-20260107_132107_baia21_VIPWX.jpg,VIPWX,hook down,67.88537549407116,92.09486166007905,Visível
08 - Eduardo Braga (pronto),afa3a43c-20260107_132107_baia21_VIPWX.jpg,VIPWX,hip,69.51581027667984,60.86956521739131,Visível
08 - Eduardo Braga (pronto),afa3a43c-20260107_132107_baia21_VIPWX.jpg,VIPWX,tail head,86.7094861660079,49.40711462450593,Visível
08 - Eduardo Braga (pronto),afa3a43c-20260107_132107_baia21_VIPWX.jpg,VIPWX,pin up,94.86166007905139,22.529644268774703,Visível
08 - Eduardo Braga (pronto),afa3a43c-20260107_132107_baia21_VIPWX.jpg,VIPWX,pin down,96.19565217391305,61.26482213438735,Visível
08 - Eduardo Braga (pronto),7eadbfbb-20260107_140507_baia21_VIPWX.jpg,VIPWX,withers,9.94068544906072,65.1685393258427,Visível
08 - Eduardo Braga (pronto),7eadbfbb-20260107_140507_baia21_VIPWX.jpg,VIPWX,back,19.584634019044994,68.16479400749064,Visível
08 - Eduardo Braga (pronto),7eadbfbb-20260107_140507_baia21_VIPWX.jpg,VIPWX,hook up,58.30879673852033,13.48314606741573,Visível
08 - Eduardo Braga (pronto),7eadbfbb-20260107_140507_baia21_VIPWX.jpg,VIPWX,hook down,66.4690609131224,93.63295880149812,Visível
08 - Eduardo Braga (pronto),7eadbfbb-20260107_140507_baia21_VIPWX.jpg,VIPWX,hip,66.32069247358419,62.92134831460674,Visível
08 - Eduardo Braga (pronto),7eadbfbb-20260107_140507_baia21_VIPWX.jpg,VIPWX,tail head,85.46022117401452,53.93258426966292,Visível
08 - Eduardo Braga (pronto),7eadbfbb-20260107_140507_baia21_VIPWX.jpg,VIPWX,pin up,95.40090662307524,25.0936329588015,Visível
08 - Eduardo Braga (pronto),7eadbfbb-20260107_140507_baia21_VIPWX.jpg,VIPWX,pin down,94.95580130446058,63.670411985018724,Visível
08 - Eduardo Braga (pronto),11add74b-20260107_142003_baia23_VIPWX.jpg,VIPWX,withers,6.074074074074074,55.55109518120271,Visível
08 - Eduardo Braga (pronto),11add74b-20260107_142003_baia23_VIPWX.jpg,VIPWX,back,21.03703703703704,60.21569095977699,Visível
08 - Eduardo Braga (pronto),11add74b-20260107_142003_baia23_VIPWX.jpg,VIPWX,hook up,67.40740740740742,5.936758263639985,Visível
08 - Eduardo Braga (pronto),11add74b-20260107_142003_baia23_VIPWX.jpg,VIPWX,hook down,68.00000000000001,97.10840302668261,Visível
08 - Eduardo Braga (pronto),11add74b-20260107_142003_baia23_VIPWX.jpg,VIPWX,tail head,90.81481481481482,51.310553564317004,Visível
08 - Eduardo Braga (pronto),11add74b-20260107_142003_baia23_VIPWX.jpg,VIPWX,hip,73.4814814814815,52.158661887694144,Visível
08 - Eduardo Braga (pronto),11add74b-20260107_142003_baia23_VIPWX.jpg,VIPWX,pin up,96.00000000000001,26.715412186379933,Visível
08 - Eduardo Braga (pronto),11add74b-20260107_142003_baia23_VIPWX.jpg,VIPWX,pin down,95.70370370370372,71.6651533253684,Visível
08 - Eduardo Braga (pronto),6862bb1e-20260107_054704_baia23_VIPWX.jpg,VIPWX,withers,5.930401700794449,63.33333333333333,Visível
08 - Eduardo Braga (pronto),6862bb1e-20260107_054704_baia23_VIPWX.jpg,VIPWX,back,22.980306590578493,66.66666666666666,Visível
08 - Eduardo Braga (pronto),6862bb1e-20260107_054704_baia23_VIPWX.jpg,VIPWX,hook up,66.12397896385811,8.88888888888889,Visível
08 - Eduardo Braga (pronto),6862bb1e-20260107_054704_baia23_VIPWX.jpg,VIPWX,hook down,67.90309947409645,95.18518518518519,Visível
08 - Eduardo Braga (pronto),6862bb1e-20260107_054704_baia23_VIPWX.jpg,VIPWX,hip,75.31610160008951,60.370370370370374,Visível
08 - Eduardo Braga (pronto),6862bb1e-20260107_054704_baia23_VIPWX.jpg,VIPWX,tail head,93.25556674499272,55.925925925925924,Visível
08 - Eduardo Braga (pronto),6862bb1e-20260107_054704_baia23_VIPWX.jpg,VIPWX,pin up,97.25858789302897,33.33333333333333,Visível
08 - Eduardo Braga (pronto),6862bb1e-20260107_054704_baia23_VIPWX.jpg,VIPWX,pin down,96.81380776546938,69.62962962962963,Visível
08 - Eduardo Braga (pronto),c1c9f551-20260107_042304_baia22_VIPWX.jpg,VIPWX,withers,15.270762658625456,68.92857142857143,Visível
08 - Eduardo Braga (pronto),c1c9f551-20260107_042304_baia22_VIPWX.jpg,VIPWX,back,22.832014072119613,66.42857142857143,Visível
08 - Eduardo Braga (pronto),c1c9f551-20260107_042304_baia22_VIPWX.jpg,VIPWX,hook up,59.155672823219,13.214285714285715,Visível
08 - Eduardo Braga (pronto),c1c9f551-20260107_042304_baia22_VIPWX.jpg,VIPWX,hook down,63.899987435607486,95.0,Visível
08 - Eduardo Braga (pronto),c1c9f551-20260107_042304_baia22_VIPWX.jpg,VIPWX,hip,69.38560120618168,66.07142857142857,Visível
08 - Eduardo Braga (pronto),c1c9f551-20260107_042304_baia22_VIPWX.jpg,VIPWX,tail head,89.84545797210704,59.285714285714285,Visível
08 - Eduardo Braga (pronto),c1c9f551-20260107_042304_baia22_VIPWX.jpg,VIPWX,pin up,97.55496921723834,33.92857142857143,Visível
08 - Eduardo Braga (pronto),c1c9f551-20260107_042304_baia22_VIPWX.jpg,VIPWX,withers,97.55496921723834,68.92857142857143,Visível
08 - Eduardo Braga (pronto),9ad11499-20260107_043014_baia13_IPC3.jpg,IPC3,withers,7.863338800963485,57.92880258899677,Visível
08 - Eduardo Braga (pronto),9ad11499-20260107_043014_baia13_IPC3.jpg,IPC3,back,22.403097338594076,64.07766990291263,Visível
08 - Eduardo Braga (pronto),9ad11499-20260107_043014_baia13_IPC3.jpg,IPC3,hook up,48.96041140222547,11.326860841423949,Visível
08 - Eduardo Braga (pronto),9ad11499-20260107_043014_baia13_IPC3.jpg,IPC3,hook down,65.28054853630063,97.0873786407767,Visível
08 - Eduardo Braga (pronto),9ad11499-20260107_043014_baia13_IPC3.jpg,IPC3,hip,66.31910271755996,64.07766990291263,Visível
08 - Eduardo Braga (pronto),9ad11499-20260107_043014_baia13_IPC3.jpg,IPC3,tail head,88.72220005615404,59.54692556634305,Visível
08 - Eduardo Braga (pronto),9ad11499-20260107_043014_baia13_IPC3.jpg,IPC3,pin up,98.81101210267322,38.83495145631068,Visível
08 - Eduardo Braga (pronto),9ad11499-20260107_043014_baia13_IPC3.jpg,IPC3,pin down,99.10774186874731,61.165048543689316,Visível
08 - Eduardo Braga (pronto),fbee18f9-20260106_215106_baia24_VIPWX.jpg,VIPWX,withers,8.47322142286171,61.105545942992435,Visível
08 - Eduardo Braga (pronto),fbee18f9-20260106_215106_baia24_VIPWX.jpg,VIPWX,back,27.418065547561948,48.302479173984494,Visível
08 - Eduardo Braga (pronto),fbee18f9-20260106_215106_baia24_VIPWX.jpg,VIPWX,hip,80.49560351718625,52.570168096987146,Visível
08 - Eduardo Braga (pronto),fbee18f9-20260106_215106_baia24_VIPWX.jpg,VIPWX,pin up,99.4404476418865,42.87087509016295,Visível
08 - Eduardo Braga (pronto),fbee18f9-20260106_215106_baia24_VIPWX.jpg,VIPWX,pin down,99.28057553956835,70.41686722954367,Visível
08 - Eduardo Braga (pronto),fbee18f9-20260106_215106_baia24_VIPWX.jpg,VIPWX,tail head,90.80735411670663,52.95813981726011,Visível
08 - Eduardo Braga (pronto),fbee18f9-20260106_215106_baia24_VIPWX.jpg,VIPWX,hook up,73.3013589128697,11.83313746832552,Visível
08 - Eduardo Braga (pronto),fbee18f9-20260106_215106_baia24_VIPWX.jpg,VIPWX,hook down,72.82174260591526,95.44104318715009,Visível
08 - Eduardo Braga (pronto),53085c81-20260107_071014_baia13_IPC3.jpg,IPC3,withers,5.481481481481482,58.039543302701205,Visível
08 - Eduardo Braga (pronto),53085c81-20260107_071014_baia13_IPC3.jpg,IPC3,back,33.48148148148148,63.50208855472014,Visível
08 - Eduardo Braga (pronto),53085c81-20260107_071014_baia13_IPC3.jpg,IPC3,hook up,58.51851851851851,8.193817878028405,Visível
08 - Eduardo Braga (pronto),53085c81-20260107_071014_baia13_IPC3.jpg,IPC3,hook down,64.44444444444444,92.18045112781955,Visível
08 - Eduardo Braga (pronto),53085c81-20260107_071014_baia13_IPC3.jpg,IPC3,hip,68.88888888888889,54.62545252018936,Visível
08 - Eduardo Braga (pronto),53085c81-20260107_071014_baia13_IPC3.jpg,IPC3,tail head,92.2962962962963,46.77304372041215,Visível
08 - Eduardo Braga (pronto),53085c81-20260107_071014_baia13_IPC3.jpg,IPC3,pin up,96.44444444444444,27.31272626009468,Visível
08 - Eduardo Braga (pronto),53085c81-20260107_071014_baia13_IPC3.jpg,IPC3,pin down,97.62962962962963,62.819270398217775,Visível
08 - Eduardo Braga (pronto),0f69b4c2-20260107_122910_baia24_VIPWX.jpg,VIPWX,withers,7.264397541006448,64.68401486988847,Visível
08 - Eduardo Braga (pronto),0f69b4c2-20260107_122910_baia24_VIPWX.jpg,VIPWX,back,15.566566159299533,52.04460966542751,Visível
08 - Eduardo Braga (pronto),0f69b4c2-20260107_122910_baia24_VIPWX.jpg,VIPWX,hook up,72.19921637694165,15.241635687732341,Visível
08 - Eduardo Braga (pronto),0f69b4c2-20260107_122910_baia24_VIPWX.jpg,VIPWX,hook down,70.56843325549121,91.82156133828995,Visível
08 - Eduardo Braga (pronto),0f69b4c2-20260107_122910_baia24_VIPWX.jpg,VIPWX,hip,77.09156574129292,51.301115241635685,Visível
08 - Eduardo Braga (pronto),0f69b4c2-20260107_122910_baia24_VIPWX.jpg,VIPWX,tail head,94.73367405516572,57.99256505576208,Visível
08 - Eduardo Braga (pronto),0f69b4c2-20260107_122910_baia24_VIPWX.jpg,VIPWX,pin up,98.14349330910753,45.72490706319702,Visível
08 - Eduardo Braga (pronto),0f69b4c2-20260107_122910_baia24_VIPWX.jpg,VIPWX,pin down,96.36445717661614,81.78438661710037,Visível
08 - Eduardo Braga (pronto),8e367ac6-20260107_121016_baia15_IPC3.jpg,IPC3,back,24.017008887526817,78.84615384615385,Visível
08 - Eduardo Braga (pronto),8e367ac6-20260107_121016_baia15_IPC3.jpg,IPC3,hook up,69.97548268464602,5.384615384615385,Visível
08 - Eduardo Braga (pronto),8e367ac6-20260107_121016_baia15_IPC3.jpg,IPC3,hip,75.16434262948208,66.15384615384615,Visível
08 - Eduardo Braga (pronto),8e367ac6-20260107_121016_baia15_IPC3.jpg,IPC3,tail head,86.72808764940238,62.69230769230768,Visível
08 - Eduardo Braga (pronto),8e367ac6-20260107_121016_baia15_IPC3.jpg,IPC3,pin down,95.7715292675452,73.07692307692307,Visível
08 - Eduardo Braga (pronto),8e367ac6-20260107_121016_baia15_IPC3.jpg,IPC3,hook down,65.08312902237205,94.61538461538461,Visível
08 - Eduardo Braga (pronto),8e367ac6-20260107_121016_baia15_IPC3.jpg,IPC3,withers,11.563745019920319,79.23076923076923,Visível
08 - Eduardo Braga (pronto),8e367ac6-20260107_121016_baia15_IPC3.jpg,IPC3,pin up,95.47502298498316,38.46153846153847,Visível
08 - Eduardo Braga (pronto),986ad1c3-20260107_053007_baia17_IPC1.jpg,IPC1,withers,5.9259259259259265,52.048096192384776,Visível
08 - Eduardo Braga (pronto),986ad1c3-20260107_053007_baia17_IPC1.jpg,IPC1,back,20.74074074074074,43.97862391449566,Visível
08 - Eduardo Braga (pronto),986ad1c3-20260107_053007_baia17_IPC1.jpg,IPC1,hook up,72.44444444444444,7.2625250501002006,Visível
08 - Eduardo Braga (pronto),986ad1c3-20260107_053007_baia17_IPC1.jpg,IPC1,hook down,74.51851851851852,87.55377421509685,Visível
08 - Eduardo Braga (pronto),986ad1c3-20260107_053007_baia17_IPC1.jpg,IPC1,tail head,92.88888888888889,50.43420173680695,Visível
08 - Eduardo Braga (pronto),986ad1c3-20260107_053007_baia17_IPC1.jpg,IPC1,hip,81.48148148148148,40.750835003340015,Visível
08 - Eduardo Braga (pronto),986ad1c3-20260107_053007_baia17_IPC1.jpg,IPC1,pin up,96.0,38.73346693386774,Visível
08 - Eduardo Braga (pronto),986ad1c3-20260107_053007_baia17_IPC1.jpg,IPC1,pin down,97.77777777777777,72.22177688710755,Visível
08 - Eduardo Braga (pronto),c544caa6-20260107_134516_baia20_IPC2.jpg,IPC2,withers,7.407407407407408,54.89557427463565,Visível
08 - Eduardo Braga (pronto),c544caa6-20260107_134516_baia20_IPC2.jpg,IPC2,back,30.66666666666667,53.8261799705843,Visível
08 - Eduardo Braga (pronto),c544caa6-20260107_134516_baia20_IPC2.jpg,IPC2,hook up,69.92592592592594,8.198689664393635,Visível
08 - Eduardo Braga (pronto),c544caa6-20260107_134516_baia20_IPC2.jpg,IPC2,hook down,70.51851851851853,90.54205107634711,Visível
08 - Eduardo Braga (pronto),c544caa6-20260107_134516_baia20_IPC2.jpg,IPC2,hip,76.44444444444446,48.12274368231047,Visível
08 - Eduardo Braga (pronto),c544caa6-20260107_134516_baia20_IPC2.jpg,IPC2,tail head,92.2962962962963,48.47920845032758,Visível
08 - Eduardo Braga (pronto),c544caa6-20260107_134516_baia20_IPC2.jpg,IPC2,pin up,96.44444444444447,28.873646209386283,Visível
08 - Eduardo Braga (pronto),c544caa6-20260107_134516_baia20_IPC2.jpg,IPC2,pin down,97.03703703703705,69.51062976333735,Visível
08 - Eduardo Braga (pronto),0bb51a9a-20260107_133404_baia22_VIPWX.jpg,VIPWX,back,14.222222222222221,71.71136653895275,Visível
08 - Eduardo Braga (pronto),0bb51a9a-20260107_133404_baia22_VIPWX.jpg,VIPWX,hook up,55.851851851851855,12.748687384702711,Visível
08 - Eduardo Braga (pronto),0bb51a9a-20260107_133404_baia22_VIPWX.jpg,VIPWX,hook down,63.70370370370371,95.29643820065277,Visível
08 - Eduardo Braga (pronto),0bb51a9a-20260107_133404_baia22_VIPWX.jpg,VIPWX,hip,68.74074074074073,68.2054775081595,Visível
08 - Eduardo Braga (pronto),0bb51a9a-20260107_133404_baia22_VIPWX.jpg,VIPWX,tail head,85.03703703703702,61.193699446573014,Visível
08 - Eduardo Braga (pronto),0bb51a9a-20260107_133404_baia22_VIPWX.jpg,VIPWX,pin up,97.03703703703702,36.652476231020295,Visível
08 - Eduardo Braga (pronto),0bb51a9a-20260107_133404_baia22_VIPWX.jpg,VIPWX,pin down,96.14814814814815,66.93060876968924,Visível
08 - Eduardo Braga (pronto),0bb51a9a-20260107_133404_baia22_VIPWX.jpg,VIPWX,withers,3.111111111111111,72.34880090818788,Oculto
08 - Eduardo Braga (pronto),dac5eb31-20260107_065004_baia23_VIPWX.jpg,VIPWX,withers,7.11111111111111,57.123480486244404,Visível
08 - Eduardo Braga (pronto),dac5eb31-20260107_065004_baia23_VIPWX.jpg,VIPWX,back,27.703703703703695,59.363616975901046,Visível
08 - Eduardo Braga (pronto),dac5eb31-20260107_065004_baia23_VIPWX.jpg,VIPWX,hook up,67.85185185185185,14.18753110115874,Visível
08 - Eduardo Braga (pronto),dac5eb31-20260107_065004_baia23_VIPWX.jpg,VIPWX,hook down,71.25925925925924,94.08573256557901,Visível
08 - Eduardo Braga (pronto),dac5eb31-20260107_065004_baia23_VIPWX.jpg,VIPWX,hip,76.59259259259258,55.63005615980664,Visível
08 - Eduardo Braga (pronto),dac5eb31-20260107_065004_baia23_VIPWX.jpg,VIPWX,tail head,93.03703703703702,48.90964669083671,Visível
08 - Eduardo Braga (pronto),dac5eb31-20260107_065004_baia23_VIPWX.jpg,VIPWX,pin up,96.29629629629628,27.25499395748916,Visível
08 - Eduardo Braga (pronto),dac5eb31-20260107_065004_baia23_VIPWX.jpg,VIPWX,pin down,97.18518518518516,69.0708750977465,Visível
08 - Eduardo Braga (pronto),0497b3d7-20260107_071014_baia15_IPC3.jpg,IPC3,withers,4.74074074074074,39.3607305936073,Visível
08 - Eduardo Braga (pronto),0497b3d7-20260107_071014_baia15_IPC3.jpg,IPC3,back,21.629629629629626,34.54997463216641,Visível
